"","V1","V2","V3","year","hr","uhr","presc_rate","population","white_pop","black_pop","other_pop","income","rural_urban","deaths"
"381","Salt Lake County","UT",49035,"2015",17.200454091988,2.44427505517725,75,1104622,975217,21746,107659,62117,"1",57
"382","Utah County","UT",49049,"2015",9.22066263509141,1.04384860019903,61.2,574796,537276,4150,33370,62180,"2",28
"383","Weber County","UT",49057,"2015",18.073303676685,3.28605521394273,86.9,243453,225840,3975,13638,56581,"2",12
"384","Chittenden County","VT",50007,"2015",16.1024611992618,6.19325430740837,50,161466,147182,3995,10289,65350,"2",15
"385","Windsor County","VT",50027,"2015",3.59247018249749,0,48.5,55672,53633,425,1614,52965,"8",10
"386","Chesterfield County","VA",51041,"2015",8.94083847183189,1.19211179624425,73.4,335539,233530,78534,23475,72609,"1",20
"387","Fairfax County","VA",51059,"2015",10.1980532268047,1.23079952737298,32,1137472,755308,114797,267367,112552,"1",35
"388","Henrico County","VA",51087,"2015",7.07383235632431,1.84534757121504,75.3,325142,191113,98027,36002,61934,"1",35
"389","Prince William County","VA",51153,"2015",6.21974814462691,1.11066931154052,40.6,450179,287468,98264,64447,98657,"1",13
"390","Spotsylvania County","VA",51177,"2015",5.35975437011401,0,75.4,130603,100823,21103,8677,78125,"1",19
"391","Stafford County","VA",51179,"2015",5.64206725344166,0.705258406680208,53.5,141792,104332,25942,11518,97144,"1",14
"392","Chesapeake city","VA",51550,"2015",7.22079930000722,1.6990116000017,68.4,235431,147576,70921,16934,68620,"1",31
"393","Hampton city","VA",51650,"2015",8.80062191061502,0.733385159217918,86.9,136354,58495,68408,9451,49190,"1",14
"394","Newport News city","VA",51700,"2015",25.8263043657444,4.94546253812127,69.1,181985,91584,75743,14658,50077,"1",12
"395","Norfolk city","VA",51710,"2015",20.314467964084,4.46918295209848,70.8,246130,120977,105269,19884,44480,"1",23
"396","Portsmouth city","VA",51740,"2015",17.6429075511644,4.15127236497987,114.5,96356,39777,51985,4594,45676,"1",14
"397","Richmond city","VA",51760,"2015",39.6124355728778,8.19567632542299,59.4,219628,97890,110206,11532,40758,"1",40
"398","Roanoke city","VA",51770,"2015",35.010853364543,8.0024807690384,108.3,99969,64429,29426,6114,39930,"2",19
"399","Virginia Beach city","VA",51810,"2015",12.8360045501423,1.99179380950484,65.1,451854,309058,90762,52034,66634,"1",34
"400","Benton County","WA",53005,"2015",49.3860888844523,9.982294561751,107.8,190337,172872,3183,14282,60251,"2",13
"401","Clark County","WA",53011,"2015",58.0286827489016,11.1258000759172,63.7,458394,400194,9897,48303,60756,"1",25
"402","King County","WA",53033,"2015",19.7232501645969,4.39871046836334,51.2,2114256,1469798,142047,502411,75302,"1",67
"403","Pierce County","WA",53053,"2015",16.7324096093872,4.15343500942236,69,842676,640683,62098,139895,59953,"1",60
"404","Snohomish County","WA",53061,"2015",11.685807586686,3.24605766296833,78.4,770165,614373,24740,131052,70722,"1",29
"405","Spokane County","WA",53063,"2015",23.4442211014299,4.68884422028598,87,490526,439956,9392,41178,50079,"2",27
"406","Thurston County","WA",53067,"2015",16.7172518323965,2.97195588131494,69.6,269183,222659,9123,37401,61677,"2",11
"407","Whatcom County","WA",53073,"2015",17.9106728756999,3.29933447710262,76.7,212164,185087,2529,24548,53145,"2",11
"408","Berkeley County","WV",54003,"2015",6.2704348994491,0.895776414207014,100.9,111635,98664,8325,4646,55239,"2",23
"409","Cabell County","WV",54011,"2015",51.7314516879973,13.4501774388793,135.7,96653,88198,4843,3612,38344,"2",33
"410","Kanawha County","WV",54039,"2015",20.721864755296,6.37595838624493,131,188207,167045,14173,6989,45882,"2",29
"411","Dane County","WI",55025,"2015",28.496131028653,8.41496486752168,58.8,522878,448658,27822,46398,62865,"2",21
"412","Kenosha County","WI",55059,"2015",13.6767993910851,2.97321725893154,71.3,168168,147330,12405,8433,54918,"1",12
"413","Milwaukee County","WI",55079,"2015",30.8476086306381,7.42433970432306,84.7,956314,621161,260498,74655,43873,"1",98
"414","Racine County","WI",55101,"2015",9.23469989790526,1.53911664965088,84.7,194917,163672,22911,8334,55584,"2",11
"415","Waukesha County","WI",55133,"2015",13.8779897605668,2.5232708655576,73.6,396311,370528,5701,20082,76545,"1",22
