11.5146812185537	1.00127662770032	143.5	199745	174273	18805	6667	50183	2	12
69.5736002291836	13.338729455704	130.2	659733	355382	284064	20287	45239	1	95
19.3077216405771	3.13750476659378	158.5	414342	249001	146815	18526	43844	2	15
76.2172921015583	14.0783533181222	110.5	205990	173897	24233	7860	69723	1	13
25.2971583968259	5.3257175572265	68	300429	198831	18221	83377	78121	2	22
14.6672409499573	3.33012482336259	77.9	4083931	3447658	234432	401841	53689	1	157
11.3308865187083	1.47794171983151	142.2	202985	187399	2489	13097	38456	2	24
14.753423442193	3.98741174113324	84.2	1003157	858901	40717	103539	46233	2	107
27.2519120909348	2.80159843925498	117.5	392633	231741	141991	18901	46410	2	10
10.1313470092015	1.926820596842	38	1608868	830760	194912	583196	73775	1	29
16.0732942216507	5.35776474055024	143.9	223974	194464	3842	25668	43165	2	14
11.7223145980689	1.62308971357877	51.8	1108996	748616	106128	254252	79799	1	35
8.09841862802406	2.69947287600802	66.1	963151	745345	56154	161652	45201	2	30
8.16841792596443	2.22775034344484	113.6	134665	113211	1741	19713	42153	8	16
5.61837690824159	1.1466075322942	64.4	872138	723151	54503	94484	48574	2	43
54.1194235279183	12.6946795929685	78.5	149669	121955	10866	16848	47341	2	12
7.03314868006773	1.45033856961849	39.8	10066615	7181276	923209	1962130	55870	1	169
8.14139036338514	1.16305576619788	60.3	429902	355851	15167	58884	58582	2	10
16.2708594012707	3.19036458848444	47.6	3134438	2308206	64242	761990	75998	1	69
5.7697565722479	0.947273467085476	56.9	2322455	1871910	163022	287523	56592	1	115
14.81594737159	3.11202547531115	60.1	1478137	956910	160814	360413	55615	1	45
6.36296941738468	0.854727235171076	58.7	2105935	1630888	200895	274152	54100	1	43
11.7219048647746	2.91513340877903	46.7	3258856	2489562	180483	588811	63996	1	95
14.5809619672069	3.2924752829177	38.6	850424	460360	48934	341130	78378	1	34
9.11362304372576	1.68251502345706	69.4	713218	486923	57902	168393	53253	2	19
10.7574306952527	1.79290511587546	86	278877	248711	5935	24231	59454	2	16
10.0420311857921	2.90690376430824	36.1	756819	474477	21966	260376	91421	1	15
13.6192467194639	2.49686189856839	62.4	440553	379113	10608	50832	63409	2	10
12.0117005604755	3.49238870921313	28.9	1889824	1064534	54165	771125	93854	1	24
14.0236409062224	4.05947499916965	70.3	270971	238159	3793	29019	66923	2	30
8.84541702649668	1.16387066138114	52.9	429601	260492	64119	104990	67341	2	19
10.6176677992179	2.40400025642669	65.5	499168	437156	9471	52541	63799	2	20
10.759711111195	1.69890175439921	103.9	529754	446675	17353	65726	49573	2	14
5.04258794382996	0.876971816318253	78.8	456115	403558	9802	42755	42863	2	16
8.88543475839911	1.77708695167982	60.2	844078	717063	18821	108194	77335	2	25
28.9314511932663	8.53373740233033	60.6	480446	418115	17633	44698	57421	1	46
23.7745974087306	4.20503083419725	66.7	618307	484500	67750	66057	62213	1	29
23.3074928800398	6.06633376329804	53.6	313204	284992	3409	24803	69407	2	16
20.8325470808016	5.88745895761784	48.2	662425	534723	68066	59636	51800	1	47
71.1154006114655	13.9690965486807	55.9	314981	287975	4086	22920	102626	1	14
18.4110091798499	3.47092796013564	75.1	662647	556291	45026	61330	57487	2	57
82.0997503022845	15.7402571385643	81.4	559076	516152	6886	36038	69698	1	29
19.4019876258434	3.69561669063685	78.5	324709	302922	3349	18438	58844	2	24
17.9733498605516	3.71862410907964	125	161350	146483	3876	10991	41974	2	19
8.69051972929031	0.724209977440859	69.8	276163	257729	3811	14623	58100	2	15
13.4578662817929	3.07305608009444	50.7	943686	753863	114808	75015	83163	2	56
18.2983024977183	3.2356754416697	66.5	896258	688848	135481	71929	65499	1	92
6.48263194857112	1.08043865809519	71.1	185110	174891	3347	6872	72068	3	29
192.033058855702	40.1081705204947	73.5	164555	147366	8791	8398	77931	1	15
16.9465163301739	3.13394480078558	75.4	861534	679523	122184	59827	61646	2	84
13.600291119745	1.83787717834393	79.6	272053	228885	18287	24881	66693	2	34
3.29471922402773	0	54.5	151758	136789	5454	9515	79988	1	14
7.69763682549457	0.855292980610508	82.4	116919	108582	3329	5008	59218	2	18
153.533896678666	24.4258471988787	94.4	171949	117383	43447	11119	55169	2	26
23.3580977454909	5.97532733024186	81.2	552271	369860	137931	44480	64857	1	39
13.2872707945788	2.37272692760336	113.8	210728	173841	27148	9739	53505	2	20
15.4778795305043	2.88313442234884	40.1	659005	287733	323219	48053	69235	1	41
12.7400192715221	3.22986404066758	97	557299	467533	59118	30648	48483	2	23
8.41649311000142	1.28659767286646	54.7	1865385	1205042	544093	116250	51574	1	53
5.02642463235294	0.718060661764706	107.2	139264	130133	4185	4946	38109	2	11
8.62319236330084	0.862319236330084	62	347899	312154	25199	10546	56250	2	24
15.249807429439	2.00362433379491	95.1	898372	555542	271076	71754	47582	1	67
16.4753901706456	3.94801976439433	72.9	1317116	992498	230506	94112	50122	1	51
59.5583180477544	11.087984742933	87.1	315657	267378	33261	15018	45465	1	12
14.305771862759	1.47482184152154	68.8	678048	590926	61167	25955	47908	2	38
7.96103641321191	0.852968187129847	82.3	351713	304203	32559	14951	49228	2	33
106.464865119928	23.2984053863554	89.6	339079	281047	44689	13343	39339	2	18
4.16151320118217	0.637348868649522	34.4	2667299	2079621	504103	83575	43099	1	35
40.6818274276881	7.97682890738981	50.8	1253631	861811	282026	109794	47556	1	96
6.100595610782	0.321083979514842	60.1	311445	249140	41886	20419	44551	1	26
8.51504730502331	1.64576544550871	63.3	1397526	1061347	265708	70471	52878	1	50
9.2698070026182	2.05995711169293	90.7	485447	435067	26742	23638	44518	1	45
11.0938421708942	1.60007339003282	88.9	937457	780396	101999	55062	45574	1	64
26.144532012877	5.51240132801623	74.7	634932	506364	99535	29033	43063	2	21
14.3744467729367	1.51309966030913	85.1	396537	363670	19498	13369	50304	2	21
7.91271596062633	2.03469838987534	59.3	442326	357045	53719	31562	57875	1	22
10.2379738262261	1.18130467225686	86.9	507913	429843	56365	21705	41714	2	21
8.91453837777345	1.0971739541875	65	729146	471459	199363	58324	64657	1	36
9.96381198840323	3.04449810756765	48.6	722615	259702	399415	63498	50799	1	26
13.275110575637	1.50853529268602	52.3	994342	461953	443079	89310	56642	1	60
5.14040149962646	0.571155722180718	49.4	875418	509086	236243	130089	60329	1	26
2.01393644016595	0	63	148962	117006	26613	5343	61153	1	12
7.18197506337334	1.82078241043268	38	988586	221054	25722	741810	73581	2	18
26.4996951362506	3.98667979925895	81.5	426420	394604	5216	26600	55805	2	10
17.4210969484045	2.41959679838952	72	206646	152323	26629	27694	46680	2	20
10.8412380846586	2.09953554456417	45.2	5239254	3445809	1283134	510311	54828	1	383
17.6959070975602	4.5044127157426	51.3	932419	757738	47471	127210	79016	1	50
7.97514792000547	2.46849816571598	46	526636	458860	31561	36215	70514	1	22
13.4576219484842	1.79434959313123	86	111461	90570	17187	3704	51000	2	10
26.7289584094564	4.97613587410092	57.5	703357	579694	52354	71309	77873	1	46
7.4979869535027	1.30399773104395	72.7	306749	288081	4324	14344	76345	1	22
12.0798651656955	1.72569502367078	64.2	173843	146415	13293	14135	61955	2	14
52.8808829982336	6.00066757426764	116.5	266637	235895	22208	8534	53912	1	52
32.5729420308428	8.00973984364988	87.6	187272	139882	34222	13168	51454	2	18
20.7088449359344	2.25914672028375	79.5	265587	174353	80633	10601	50728	1	25
35.6857442990767	7.53924175332606	111.1	198959	165486	24673	8800	55565	2	14
2.95057056658331	1.47528528329166	99.8	135567	130579	1623	3365	57052	2	11
7.00618441737008	1.16769740289501	58.4	685109	552726	80385	51998	76142	1	51
32.9130852033162	9.00779173985497	102.5	288639	234713	37220	16706	47523	2	52
32.2968242368507	6.29514370718276	85.8	365361	295959	44150	25252	49124	2	13
95.1874592666278	20.5810722738655	129	116612	104000	8232	4380	37900	2	11
10.8933159894655	0.640783293497972	82.7	156059	139662	9308	7089	68342	1	10
38.3226111559567	7.13452867265152	89.2	490572	347670	124107	18795	49617	1	30
38.6421925644286	8.45632468861458	84.7	934212	616453	261540	56219	42378	1	59
