144	4891	0.0294418319362	101095	9.89168603789e-05
171	2850	0.06	203709	7.85434124167e-05
22596	479760	0.0470985492746	660367	0.000152945256198
11900	175245	0.0679049330937	415395	5.53689861457e-05
13720	166962	0.0821743869863	208713	5.27039523173e-05
26894	274686	0.0979081569501	204737	8.30333549871e-05
2215	47260	0.0468683876428	406584	4.42712944927e-05
29	3428	0.00845974329055	1638215	3.23522858721e-05
19735	260503	0.0757572849449	225411	6.2108770202e-05
8185	140526	0.0582454492407	1126745	2.30753187278e-05
2285	16256	0.140563484252	135727	0.000110515962189
406	8014	0.0506613426504	180191	6.10463341676e-05
434	7473	0.0580757393282	64591	0.000170302364106
0	22	0.0	10170292	2.26148865736e-05
342	11372	0.0300738656349	433898	2.53515803253e-05
3839	49096	0.0781937428711	375391	2.93027803011e-05
745	9418	0.0791038437035	1501335	2.33125851326e-05
4543	59651	0.0761596620342	2128133	7.51832709704e-06
794	18867	0.042084062119	3299521	2.15182749254e-05
407	4016	0.101344621514	864816	7.40041812362e-05
820	18699	0.0438526124392	726106	2.34125595987e-05
9891	208071	0.04753665816	281401	7.81802481157e-05
167	8640	0.0193287037037	765135	2.09113424428e-05
1762	61310	0.0287391942587	1918044	7.82046710086e-06
8925	189884	0.0470023804007	274146	5.47153706419e-05
0	100	0.0	436092	2.75171294131e-05
11	336	0.0327380952381	53709	0.000279282801765
0	15	0.0	850536	2.82175004938e-05
49	2067	0.0237058538945	213016	4.69448304353e-05
0	18	0.0	631096	4.27827145157e-05
0	12	0.0	319372	5.32294628208e-05
1804	19669	0.0917179317708	682545	6.44646140548e-05
0	72	0.0	674471	7.11668848624e-05
12	794	0.0151133501259	565524	5.48164180477e-05
180	1139	0.158033362599	333577	7.49452150478e-05
19	107	0.177570093458	163591	0.000140594531484
58	127	0.456692913386	285174	5.25994655894e-05
2458	56245	0.04370166237	859470	0.000102388681397
979	2147	0.455985095482	672228	0.000136858327829
0	31	0.0	173533	0.000132539632231
523	25280	0.0206882911392	215622	0.000125219133484
5092	157384	0.0323539876989	1896425	4.11300209605e-05
1804	30971	0.0582480384876	203967	8.33468159065e-05
7157	113400	0.0631128747795	913010	9.09080952016e-05
423	9377	0.045110376453	311003	6.75234644039e-05
0	1503	0.0	178439	7.28540285476e-05
10291	134999	0.0762301942977	1349050	3.85456432304e-05
5784	193840	0.0298390425093	701982	7.69250493602e-05
1361	29655	0.0458944528747	363369	0.000261442225396
3892	106786	0.0364467252262	343254	5.24393015085e-05
1778	88412	0.0201103922544	2693117	3.97309140301e-05
7209	148005	0.0487078139252	1288126	9.85928395204e-05
440	10970	0.0401093892434	323993	8.95081066566e-05
175	4834	0.0362019031858	1422789	7.73129395856e-05
15850	355454	0.0445908612647	949827	7.36976312528e-05
2860	95481	0.0299536033347	650092	5.38385336229e-05
15966	345748	0.0461781413052	449144	6.67937231712e-05
23203	321142	0.0722515273617	298563	3.68431453328e-05
12485	123307	0.101251348261	235900	5.93471810089e-05
1948	63996	0.0304394024627	273955	5.84037524411e-05
13234	293967	0.0450186585569	212438	6.59015806965e-05
0	181	0.0	895823	4.68842617347e-05
3676	116440	0.0315699072484	152238	6.56866222625e-05
19104	306372	0.0623555677412	201793	7.92891725679e-05
11	186	0.0591397849462	998714	2.30296160863e-05
3158	57201	0.0552088250205	467711	4.06233764012e-05
14521	161823	0.0897338450035	172126	6.39066730186e-05
39	3201	0.0121836925961	434211	2.5333305697e-05
0	40	0.0	208861	9.09695922168e-05
4501	160376	0.0280652965531	933736	5.56902593453e-05
1425	33076	0.0430825976539	530847	4.52107669441e-05
445	8015	0.0555208983157	110879	0.000117244924648
0	34	0.0	111333	0.00017065919359
5036	55286	0.0910899685273	703910	6.39286272393e-05
1549	23557	0.0657554017914	107303	9.31940393092e-05
484	18043	0.0268248074045	307343	9.76108126751e-05
0	20	0.0	186221	0.000155728945715
0	53	0.0	198712	0.000115745400378
1541	41708	0.0369473482306	264052	9.46783209368e-05
0	255	0.0	134800	0.000118694362018
497	2932	0.169508867667	287078	0.000257769665387
2494	38056	0.0655350010511	116852	0.000145483175299
