171	2850	0.06	203709	16
22596	479760	0.0470985492746	660367	101
11900	175245	0.0679049330937	415395	23
13720	166962	0.0821743869863	208713	11
114	1144	0.0996503496503	126427	15
408	7501	0.0543927476336	4167947	153
26894	274686	0.0979081569501	204737	17
94	2601	0.0361399461745	1010025	97
2215	47260	0.0468683876428	406584	18
29	3428	0.00845974329055	1638215	53
19735	260503	0.0757572849449	225411	14
8185	140526	0.0582454492407	1126745	26
166	3549	0.0467737390814	974861	22
2285	16256	0.140563484252	135727	15
406	8014	0.0506613426504	180191	11
3438	49961	0.0688136746662	882176	44
0	22	0.0	10170292	230
342	11372	0.0300738656349	433898	11
2092	31925	0.0655285826155	3169776	58
3839	49096	0.0781937428711	375391	11
1883	7073	0.266223667468	2361026	91
745	9418	0.0791038437035	1501335	35
794	18867	0.042084062119	3299521	71
407	4016	0.101344621514	864816	64
820	18699	0.0438526124392	726106	17
9891	208071	0.04753665816	281401	22
167	8640	0.0193287037037	765135	16
2887	62325	0.0463217007621	444769	14
1762	61310	0.0287391942587	1918044	15
8925	189884	0.0470023804007	274146	15
0	100	0.0	436092	12
0	1531	0.0	502146	17
99	2515	0.0393638170974	538388	16
4767	95799	0.0497604359127	459863	11
11	336	0.0327380952381	53709	15
49	2067	0.0237058538945	213016	10
568	4256	0.133458646617	491337	38
0	18	0.0	631096	27
0	12	0.0	319372	17
0	72	0.0	674471	48
12	794	0.0151133501259	565524	31
180	1139	0.158033362599	333577	25
19	107	0.177570093458	163591	23
58	127	0.456692913386	285174	15
13	1054	0.0123339658444	948053	64
7346	158512	0.0463434944988	895841	115
495	15262	0.0324334949548	183603	37
2458	56245	0.04370166237	859470	88
0	22	0.0	271863	47
0	48	0.0	151420	13
979	2147	0.455985095482	672228	92
0	31	0.0	173533	23
3692	74725	0.0494078287053	556779	59
523	25280	0.0206882911392	215622	27
745	28043	0.0265663445423	259964	10
7515	97042	0.0774406957812	181635	12
170	6312	0.0269328263625	568088	41
5092	157384	0.0323539876989	1896425	78
1804	30971	0.0582480384876	203967	17
1525	39843	0.0382752302788	357305	31
7157	113400	0.0631128747795	913010	83
423	9377	0.045110376453	311003	21
10291	134999	0.0762301942977	1349050	52
5784	193840	0.0298390425093	701982	54
1361	29655	0.0458944528747	363369	95
1778	88412	0.0201103922544	2693117	107
7209	148005	0.0487078139252	1288126	127
440	10970	0.0401093892434	323993	29
175	4834	0.0362019031858	1422789	110
15850	355454	0.0445908612647	949827	70
2860	95481	0.0299536033347	650092	35
1869	50023	0.037362813106	405549	43
15966	345748	0.0461781413052	449144	30
14346	376492	0.0381043953125	517887	43
5804	137727	0.0421413375736	286956	13
12485	123307	0.101251348261	235900	14
1948	63996	0.0304394024627	273955	16
6341	71383	0.08883067397	741334	56
145	974	0.14887063655	734871	39
13234	293967	0.0450186585569	212438	14
741	25458	0.029106764082	1010562	82
0	181	0.0	895823	42
3676	116440	0.0315699072484	152238	10
19104	306372	0.0623555677412	201793	16
11	186	0.0591397849462	998714	23
3158	57201	0.0552088250205	467711	19
14521	161823	0.0897338450035	172126	11
39	3201	0.0121836925961	434211	11
0	40	0.0	208861	19
4501	160376	0.0280652965531	933736	52
1425	33076	0.0430825976539	530847	24
445	8015	0.0555208983157	110879	13
5036	55286	0.0910899685273	703910	45
1549	23557	0.0657554017914	107303	10
157	3482	0.0450890292935	266209	54
484	18043	0.0268248074045	307343	30
6040	152224	0.0396783687198	173166	12
0	20	0.0	186221	29
0	53	0.0	198712	23
1541	41708	0.0369473482306	264052	25
0	255	0.0	134800	16
680	20511	0.0331529423236	687263	62
24416	397307	0.0614537372863	368450	19
2494	38056	0.0655350010511	116852	17
2643	139335	0.0189686726235	309697	10
15787	64336	0.245383611042	939020	73
426	3429	0.124234470691	167688	19
33590	492025	0.068268888776	67001	10
0	49	0.0	511574	23
2220	42711	0.0519772423966	127712	22
0	36	0.0	92066	28
1011	62752	0.0161110402856	314488	54
3750	102225	0.0366837857667	763623	61
16339	283119	0.0577107152823	87824	12
0	66	0.0	446753	18
1482	39039	0.037962037962	436275	70
462	13118	0.0352187833511	389617	29
6274	103716	0.060492113078	250088	15
1049	24102	0.0435233590573	214333	57
1826	38097	0.0479302832244	127828	29
1806	56603	0.0319064360546	556772	137
0	11	0.0	776043	154
3382	81305	0.0415964577824	70601	11
1280	12041	0.106303463168	161292	15
1640	96192	0.0170492348636	1585139	225
5882	163762	0.0359179785298	778121	135
1201	36731	0.0326971767717	818963	175
0	2111	0.0	564195	20
16260	107385	0.151417795782	831128	37
0	1608	0.0	107233	10
30	648	0.0462962962963	289977	32
434	9863	0.0440028388928	119980	13
3409	45625	0.0747178082192	152692	16
516	5474	0.0942637924735	201169	25
0	343	0.0	154636	14
44	263	0.167300380228	410849	37
